seq	kingdom	phylum	class	order	family	genus	species
seq_0237	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Aconitum	Aconitum lycoctonum
seq_0240	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Barbarea	Barbarea sp.
seq_0244	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Taraxacum	Taraxacum officinale
seq_0252	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus nigra
seq_0256	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	Lysimachia vulgaris
seq_0259	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crepis	Crepis sp.
seq_0260	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Helianthus	Helianthus annuus
seq_0262	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Alopecurus	Alopecurus pratensis
seq_0264	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Urtica	Urtica australis
seq_0276	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_0285	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	Bromus erectus
seq_0288	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	Medicago lupulina
seq_0296	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Trisetum	Trisetum flavescens
seq_0297	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Geum	Geum sp.
seq_0308	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Jacobaea	Jacobaea vulgaris
seq_0313	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus idaeus
seq_0319	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Laportea	Laportea canadensis
seq_0333	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Melilotus	Melilotus sp.
seq_0342	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	Lotus sp.
seq_0347	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	Lotus alpinus
seq_0351	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodium	Chenopodium album
seq_0352	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_0358	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus subhirtella
seq_0384	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Phalaris	Phalaris arundinacea
seq_0387	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Avena	Avena sp.
seq_0395	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine max
seq_0397	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Glyceria	Glyceria fluitans
seq_0401	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus	Fraxinus excelsior
seq_0405	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	NA	NA
seq_0419	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_0437	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Lobularia	Lobularia maritima
seq_0441	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Alopecurus	Alopecurus myosuroides
seq_0453	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Lipandra	Lipandra polysperma
seq_0460	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Plantago	Plantago media
seq_0461	Plantae	Tracheophyta	Magnoliopsida	Fagales	Juglandaceae	Juglans	Juglans regia
seq_0462	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	Vicia sepium
seq_0464	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Tilia	Tilia tomentosa
seq_0474	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Sonchus	Sonchus asper
seq_0498	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer campestre
seq_0504	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Eupatorium	Eupatorium cannabinum
seq_0513	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Panicum	Panicum miliaceum
seq_0525	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla sp.
seq_0530	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies nordmanniana
seq_0537	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Deschampsia	Deschampsia cespitosa
seq_0539	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_0548	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus pratensis
seq_0555	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Corylus	Corylus sp.
seq_0565	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Styphnolobium	Styphnolobium japonicum
seq_0574	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus oleraceus
seq_0588	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Betula	Betula pendula
seq_0589	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Urtica	Urtica sp.
seq_0591	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica juncea
seq_0622	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Phaseolus	Phaseolus vulgaris
seq_0639	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_0641	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus repens
seq_0642	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Secale	Secale cereale
seq_0644	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Lolium	Lolium rigidum
seq_0660	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Angelica	Angelica sylvestris
seq_0661	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum	Hypericum perforatum
seq_0664	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	NA	NA
seq_0682	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Geum	Geum rivale
seq_0691	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea cyanus
seq_0697	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodium	Chenopodium suecicum
seq_0702	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_0726	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Meum	Meum athamanticum
seq_0748	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_0753	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea scabiosa
seq_0756	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	NA	NA
seq_0777	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_0780	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_0782	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Atriplex	Atriplex patula
seq_0794	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cynosurus	Cynosurus cristatus
seq_0802	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Calystegia	Calystegia sp.
seq_0808	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Beta	Beta vulgaris
seq_0842	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_0855	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Sambucus	Sambucus nigra
seq_0858	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_0859	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_0865	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Agrostis	Agrostis stolonifera
seq_0896	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus thurifera
seq_0898	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Poa	Poa infirma
seq_0899	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Sonchus	Sonchus sp.
seq_0908	Plantae	Tracheophyta	Liliopsida	Liliales	Melanthiaceae	Veratrum	Veratrum album
seq_0913	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Sinapis	Sinapis arvensis
seq_0938	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Coronilla	Coronilla varia
seq_0946	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Robinia	Robinia pseudoacacia
seq_0964	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Symphytum	Symphytum officinale
seq_0978	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Heracleum	Heracleum sphondylium
seq_0993	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Setaria	Setaria pumila
seq_0994	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Echium	Echium vulgare
seq_1015	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	Bromus sp.
seq_1019	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Hydrophyllaceae	Phacelia	Phacelia tanacetifolia
seq_1058	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Camelina	Camelina sp.
seq_1078	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Geum	Geum urbanum
seq_1091	Plantae	Bryophyta	Bryopsida	Hypnales	Plagiotheciaceae	Plagiothecium	Plagiothecium sp.
seq_1099	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Juncus	Juncus acutiflorus
seq_1123	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Capsella	Capsella bursa-pastoris
seq_1128	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Myosotis	Myosotis scorpioides
seq_1152	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_1204	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Phleum	Phleum sp.
seq_1219	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucumis	Cucumis sativus
seq_1235	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Violaceae	Viola	Viola sp.
seq_1254	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Triticum	Triticum monococcum
seq_1305	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Carpinus	Carpinus betulus
seq_1311	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Digitaria	Digitaria sp.
seq_1312	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_1326	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	Geranium robertianum
seq_1375	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_1376	Plantae	Tracheophyta	Magnoliopsida	Cornales	Hydrangeaceae	Hydrangea	Hydrangea sp.
seq_1383	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_1390	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_1396	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_1419	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	Erigeron annuus
seq_1421	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crepis	Crepis nicaeensis
seq_1468	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus nigricans
seq_1472	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Anthoxanthum	Anthoxanthum odoratum
seq_1474	Plantae	Bryophyta	Bryopsida	Orthotrichales	Orthotrichaceae	Orthotrichum	Orthotrichum shevockii
seq_1493	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus sp.
seq_1495	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Rhinanthus	Rhinanthus alectorolophus
seq_1499	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	Lotus tenuis
seq_1527	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Linaceae	Linum	Linum sp.
seq_1531	Plantae	Bryophyta	Bryopsida	Hypnales	Plagiotheciaceae	Plagiothecium	Plagiothecium curvifolium
seq_1541	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_1561	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_1563	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	Erigeron canadensis
seq_1576	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Myosotis	Myosotis sp.
seq_1580	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_1605	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Lapsana	Lapsana communis
seq_1638	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Taraxacum	Taraxacum maricum
seq_1646	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Genista	Genista tinctoria
seq_1657	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Violaceae	Viola	Viola hirta
seq_1675	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Anthoxanthum	Anthoxanthum sp.
seq_1687	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_1701	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Solidago	Solidago sp.
seq_1703	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium alexandrinum
seq_1706	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Taraxacum	Taraxacum roseum
seq_1709	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_1717	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Tilia	Tilia sp.
seq_1729	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Leontodon	Leontodon hispidus
seq_1733	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus blitum
seq_1736	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	Bromus hordeaceus
seq_1756	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_1758	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus incanescens
seq_1764	Plantae	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	NA	NA
seq_1772	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_1777	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus sp.
seq_1778	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Plantago	Plantago reniformis
seq_1782	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	NA	NA
seq_1796	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_1802	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium nigrescens
seq_1841	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Poterium	Poterium sanguisorba
seq_1866	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_1950	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Galinsoga	Galinsoga sp.
seq_1964	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_1990	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica	Veronica chamaedrys
seq_2027	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crepis	Crepis biennis
seq_2032	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2036	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Festuca	Festuca alpina
seq_2056	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2065	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Juncus	Juncus articulatus
seq_2111	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2112	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2118	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2122	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum	Hypericum maculatum
seq_2126	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Picris	Picris hieracioides
seq_2218	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium	Galium mollugo
seq_2224	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2232	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crepis	Crepis neglecta
seq_2235	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Circaea	Circaea lutetiana
seq_2252	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Xanthocyparis	Xanthocyparis nootkatensis
seq_2259	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Betula	Betula sp.
seq_2287	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2299	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2327	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2329	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	Bellis perennis
seq_2344	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae	Diplasiolejeunea	Diplasiolejeunea zakiae
seq_2362	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	Persicaria amphibia
seq_2374	Plantae	Tracheophyta	Magnoliopsida	Cornales	Hydrangeaceae	Hydrangea	Hydrangea xanthoneura
seq_2381	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Rorippa	Rorippa sylvestris
seq_2382	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2394	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Pimpinella	Pimpinella saxifraga
seq_2398	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2466	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2472	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus	Raphanus sativus
seq_2477	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2503	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Avenula	Avenula pubescens
seq_2510	Plantae	Tracheophyta	Magnoliopsida	Cornales	Hydrangeaceae	Hydrangea	Hydrangea longipes
seq_2513	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea sp.
seq_2535	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2569	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica oleracea
seq_2571	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2624	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2644	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
